pmid	id	set	pred
21311754	Q9NR80	DSP mined	yes
21311754	Q9NR81	IMEx curated	
21311754	Q9NRY4	IMEx curated	
21311754	Q9NTG0	DSP mined	no
21311754	Q9UJX2	mined & curated	no
21311754	Q9UQB8	mined & curated	no
21311754	Q9UQB8	mined & curated	yes
21311754	Q9Y613	mined & curated	no
21311754	Q9Y613	mined & curated	yes
21455491	A0A024R2K1	DSP mined	no
21455491	A0A024R5Z8	DSP mined	no
21455491	A0A024R730	DSP mined	no
21455491	A0A140VJZ1	DSP mined	no
21455491	P13569	mined & curated	no
21455491	P13569	mined & curated	yes
21455491	P20339	mined & curated	no
21455491	P22681	DSP mined	no
21455491	P45974	DSP mined	no
21455491	P51149	IMEx curated	
21455491	P62491	mined & curated	no
21455491	P62491	mined & curated	yes
21455491	Q13283	mined & curated	yes
21455491	Q13283	mined & curated	no
21455491	Q14694	mined & curated	no
21455491	Q14694	mined & curated	yes
21455491	Q5U0Q1	DSP mined	no
21455491	Q6ZP53	DSP mined	no
21455491	Q70CQ2	DSP mined	no
21455491	Q8NFA0	DSP mined	no
21455491	Q9UJD0	DSP mined	no
21750715	A0A024R110	DSP mined	no
21750715	A0A024R1U4	DSP mined	no
21750715	A0A024RCP3	DSP mined	no
21750715	A0A140VJG0	DSP mined	no
21750715	A0A1B0GW41	DSP mined	no
21750715	P24941	DSP mined	yes
21750715	P24941	DSP mined	no
21750715	P32298	DSP mined	no
21750715	P51148	mined & curated	no
21750715	P63244	IMEx curated	
21750715	P78396	DSP mined	yes
21750715	P78396	DSP mined	no
21750715	Q0VD86	mined & curated	no
21750715	Q0VD86	mined & curated	yes
21750715	Q12899	mined & curated	no
21750715	Q15038	mined & curated	no
21750715	Q5T280	mined & curated	no
21750715	Q6FII1	DSP mined	no
21750715	Q8WYH8	mined & curated	no
21750715	Q8WYH8	mined & curated	yes
21750715	Q9BTV6	mined & curated	no
21750715	Q9BY78	mined & curated	no
21750715	Q9Y2Q3	DSP mined	no
21750715	Q9Y4E8	IMEx curated	
21826244	B4DF86	DSP mined	no
21826244	E9PKS9	DSP mined	no
21826244	E9PQE8	DSP mined	no
21826244	J3KP27	DSP mined	no
21826244	O60760	DSP mined	no
21826244	P27361	mined & curated	yes
21826244	P27361	mined & curated	no
21826244	P28482	mined & curated	no
21826244	P28482	mined & curated	yes
21826244	P29323	DSP mined	no
21826244	Q1HBJ4	DSP mined	no
21826244	Q499G7	DSP mined	no
21826244	Q86UG4	DSP mined	no
21826244	Q9Y296	mined & curated	no
21826244	Q9Y5R8	DSP mined	no
21829704	A0A024R3M4	DSP mined	no
21829704	A0A024RDR0	DSP mined	no
21829704	A0A0S2Z4S4	DSP mined	no
21829704	B2RAP9	DSP mined	no
21829704	B3KWR9	DSP mined	no
21829704	B4E359	DSP mined	no
21829704	O00206	mined & curated	no
21829704	O60603	DSP mined	yes
21829704	O60603	DSP mined	no
21829704	O60610	DSP mined	no
21829704	O95433	DSP mined	no
21829704	P05109	DSP mined	yes
21829704	P05109	DSP mined	no
21829704	P05231	DSP mined	yes
21829704	P05231	DSP mined	no
21829704	P07919	DSP mined	no
21829704	P09429	DSP mined	no
21829704	P09429	DSP mined	yes
21829704	P17252	DSP mined	yes
21829704	P17252	DSP mined	no
21829704	P22366	IMEx curated	
21829704	P27361	DSP mined	no
21829704	P27361	DSP mined	yes
21829704	P31949	DSP mined	no
21829704	P31949	DSP mined	yes
21829704	P46108	DSP mined	yes
21829704	P46108	DSP mined	no
21829704	P58753	mined & curated	no
21829704	P58753	mined & curated	yes
21829704	P80511	DSP mined	yes
21829704	P80511	DSP mined	no
21829704	Q02956	IMEx curated	
21829704	Q05513	mined & curated	no
21829704	Q15109	mined & curated	no
21829704	Q15109	mined & curated	yes
21829704	Q49A77	DSP mined	no
21829704	Q567R0	DSP mined	no
21829704	Q62151	IMEx curated	
21829704	Q69FE3	DSP mined	no
21829704	Q6URC4	DSP mined	no
21829704	Q86XR7	mined & curated	no
21829704	Q8R4K2	IMEx curated	
21829704	Q99836	IMEx curated	
21829704	Q99JY1	IMEx curated	
21829704	Q9HD26	DSP mined	no
21829704	Q9NS23	DSP mined	no
21829704	Q9NV58	DSP mined	no
21829704	Q9NWZ3	mined & curated	no
21829704	Q9NWZ3	mined & curated	yes
21829704	Q9UQ07	DSP mined	no
21829704	Q9UQ07	DSP mined	yes
21829704	Q9Y2S7	DSP mined	no
21829704	V9HWH9	DSP mined	no
21858081	A0A024R566	DSP mined	no
21858081	A0A024R572	DSP mined	no
21858081	A0A024R588	DSP mined	no
21858081	A0A024R5D9	DSP mined	no
21858081	A0A087WWM0	DSP mined	no
21858081	A0A087WYS5	DSP mined	no
21858081	A0A140VJU7	DSP mined	no
21858081	B4DX42	DSP mined	no
21858081	B7Z8M7	DSP mined	no
21858081	C9J020	DSP mined	no
21858081	D3DSZ4	DSP mined	no
21858081	O43617	DSP mined	yes
21858081	O43617	DSP mined	no
21858081	P0DI81	DSP mined	yes
21858081	P0DI81	DSP mined	no
21858081	P0DI82	DSP mined	no
21858081	P0DI82	DSP mined	yes
21858081	P48553	DSP mined	no
21858081	P48553	DSP mined	yes
21858081	P62820	DSP mined	no
21858081	P78337	DSP mined	no
21858081	Q15637	DSP mined	no
21858081	Q53F62	DSP mined	no
21858081	Q5U0I6	DSP mined	no
21858081	Q6IBE5	DSP mined	no
21858081	Q86SZ2	DSP mined	no
21858081	Q86UG4	DSP mined	no
21858081	Q8N6T3	DSP mined	no
21858081	Q96Q05	mined & curated	no
21858081	Q96Q05	mined & curated	yes
21858081	Q9CQP2	IMEx curated	
21858081	Q9Y2L5	mined & curated	yes
21858081	Q9Y2L5	mined & curated	no
21858081	X5D9A5	DSP mined	no
21858095	A0A024RAM0	DSP mined	no
21858095	O00425	IMEx curated	
21858095	O15027	IMEx curated	
21858095	O15234	IMEx curated	
21858095	O43143	IMEx curated	
21858095	O43390	IMEx curated	
21858095	O60506	IMEx curated	
21858095	O75569	IMEx curated	
21858095	O75746	IMEx curated	
21858095	P05141	IMEx curated	
21858095	P07910	IMEx curated	
21858095	P09651	IMEx curated	
21858095	P0DMV8	IMEx curated	
21858095	P10809	IMEx curated	
21858095	P11142	IMEx curated	
21858095	P11940	IMEx curated	
21858095	P12236	IMEx curated	
21858095	P15880	IMEx curated	
21858095	P17844	IMEx curated	
21858095	P22626	IMEx curated	
21858095	P23246	IMEx curated	
21858095	P23396	IMEx curated	
21858095	P35637	IMEx curated	
21858095	P35658	IMEx curated	
21858095	P38159	IMEx curated	
21858095	P38646	IMEx curated	
21858095	P43243	IMEx curated	
21858095	P48634	IMEx curated	
21858095	P49790	mined & curated	no
21858095	P51114	IMEx curated	
21858095	P51116	IMEx curated	
21858095	P52272	IMEx curated	
21858095	P52948	IMEx curated	
21858095	P55735	IMEx curated	
21858095	P61247	IMEx curated	
21858095	P62701	IMEx curated	
21858095	P62917	IMEx curated	
21858095	Q00839	IMEx curated	
21858095	Q01844	IMEx curated	
21858095	Q04637	IMEx curated	
21858095	Q06787	IMEx curated	
21858095	Q08211	IMEx curated	
21858095	Q13310	IMEx curated	
21858095	Q14157	IMEx curated	
21858095	Q14444	IMEx curated	
21858095	Q14671	IMEx curated	
21858095	Q14974	IMEx curated	
21858095	Q15365	IMEx curated	
21858095	Q15633	IMEx curated	
21858095	Q4G0J3	IMEx curated	
21858095	Q5T6F2	IMEx curated	
21858095	Q6P158	IMEx curated	
21858095	Q6Y7W6	IMEx curated	
21858095	Q7L2E3	IMEx curated	
21858095	Q7Z739	IMEx curated	
21858095	Q8IU99	IMEx curated	
21858095	Q8TB72	IMEx curated	
21858095	Q8WWM7	IMEx curated	
21858095	Q92499	IMEx curated	
21858095	Q92841	IMEx curated	
21858095	Q92900	IMEx curated	
21858095	Q92945	IMEx curated	
21858095	Q92973	mined & curated	no
21858095	Q96AE4	IMEx curated	
21858095	Q96I24	IMEx curated	
21858095	Q96PK6	IMEx curated	
21858095	Q99567	IMEx curated	
21858095	Q99700	IMEx curated	
21858095	Q9BY12	IMEx curated	
21858095	Q9H6S0	IMEx curated	
21858095	Q9NZB2	IMEx curated	
21858095	Q9NZI8	IMEx curated	
21858095	Q9UKV8	IMEx curated	
21858095	Q9UN86	IMEx curated	
21858095	Q9UPQ9	IMEx curated	
21858095	Q9UPY3	mined & curated	no
21858095	Q9Y2W1	IMEx curated	
21858095	Q9Y5A9	IMEx curated	
21858095	Q9Y6M1	IMEx curated	
21931826	A0A0S2Z4Z8	DSP mined	no
21931826	O43353	mined & curated	no
21931826	O43353	mined & curated	yes
21931826	P01375	DSP mined	no
21931826	P01375	DSP mined	yes
21931826	P08246	DSP mined	yes
21931826	P08246	DSP mined	no
21931826	P10145	DSP mined	no
21931826	P10145	DSP mined	yes
21931826	P16444	DSP mined	no
21931826	P21579	DSP mined	no
21931826	P78556	DSP mined	no
21931826	Q9HC29	mined & curated	yes
21931826	Q9HC29	mined & curated	no
21951318	A0A024R1V0	DSP mined	no
21951318	A0A024R3X4	DSP mined	no
21951318	A0A0S2Z4B5	DSP mined	no
21951318	A0A0S2Z4C6	DSP mined	no
21951318	A0A125SXW3	DSP mined	no
21951318	A6NMY6	IMEx curated	
21951318	A8KAF4	DSP mined	no
21951318	B4DJ51	DSP mined	no
21951318	B7Z2I3	DSP mined	no
21951318	E7BSV0	DSP mined	no
21951318	E9PFD7	DSP mined	no
21951318	F1D8N3	DSP mined	no
21951318	F2YGG7	DSP mined	no
21951318	G4XH65	DSP mined	no
21951318	H0Y4W6	DSP mined	no
21951318	O14744	IMEx curated	
21951318	P00533	mined & curated	no
21951318	P00533	mined & curated	yes
21951318	P00797	DSP mined	no
21951318	P01133	DSP mined	no
21951318	P01133	DSP mined	yes
21951318	P03372	DSP mined	yes
21951318	P03372	DSP mined	no
21951318	P06748	IMEx curated	
21951318	P06753	IMEx curated	
21951318	P08670	mined & curated	no
21951318	P09493	IMEx curated	
21951318	P0DP23	DSP mined	no
21951318	P0DP24	DSP mined	no
21951318	P0DP25	DSP mined	no
21951318	P10809	mined & curated	no
21951318	P11142	IMEx curated	
21951318	P19105	IMEx curated	
21951318	P19338	IMEx curated	
21951318	P22626	IMEx curated	
21951318	P23396	IMEx curated	
21951318	P34931	mined & curated	no
21951318	P34932	DSP mined	no
21951318	P34932	DSP mined	yes
21951318	P35579	mined & curated	no
21951318	P38398	mined & curated	no
21951318	P38398	mined & curated	yes
21951318	P42224	DSP mined	no
21951318	P42224	DSP mined	yes
21951318	P60709	mined & curated	no
21951318	P62158	DSP mined	no
21951318	P62158	DSP mined	yes
21951318	P62266	IMEx curated	
21951318	P62805	IMEx curated	
21951318	P62826	IMEx curated	
21951318	P62917	IMEx curated	
21951318	P67936	IMEx curated	
21951318	P68104	IMEx curated	
21951318	Q08209	DSP mined	no
21951318	Q0PTK2	DSP mined	no
21951318	Q13492	DSP mined	no
21951318	Q13748	IMEx curated	
21951318	Q13885	IMEx curated	
21951318	Q15149	IMEx curated	
21951318	Q1KLZ0	DSP mined	no
21951318	Q504U8	DSP mined	no
21951318	Q693B1	DSP mined	no
21951318	Q7LCB3	DSP mined	no
21951318	Q92731	mined & curated	no
21951318	Q92731	mined & curated	yes
21951318	Q96HY3	DSP mined	no
21951318	Q96KK5	IMEx curated	
21951318	Q9BRL5	DSP mined	no
21951318	Q9UBT1	DSP mined	no
21951318	Q9UM54	IMEx curated	
21957439	P19174	DSP mined	no
21957439	P20963	IMEx curated	
21957439	P43403	IMEx curated	
21957439	Q7Z2W4	DSP mined	no
21957439	Q9Y3P8	DSP mined	no
22022399	A0A024R3Z2	DSP mined	no
22022399	A0A1U9X8R9	DSP mined	no
22022399	A8K503	DSP mined	no
22022399	B0QYN7	DSP mined	no
22022399	O35892	IMEx curated	
22022399	O95835	DSP mined	yes
22022399	O95835	DSP mined	no
22022399	P14373	DSP mined	no
22022399	P23497	DSP mined	no
22022399	P29590	DSP mined	no
22022399	P49841	DSP mined	no
22022399	P58012	mined & curated	no
22022399	P58012	mined & curated	yes
22022399	P63165	DSP mined	no
22022399	P63279	DSP mined	no
22022399	P63280	IMEx curated	
22022399	Q53ZD3	DSP mined	no
22022399	Q6ZMK3	DSP mined	no
22022399	Q8C5D8	IMEx curated	
22118466	O55012	IMEx curated	
22118466	O70404	IMEx curated	
22118466	P62158	DSP mined	yes
22118466	P62158	DSP mined	no
22118466	P63027	mined & curated	no
22118466	P63027	mined & curated	yes
22118466	Q13492	DSP mined	no
22118466	Q15836	mined & curated	yes
22118466	Q15836	mined & curated	no
22118466	Q86UG4	DSP mined	no
22118466	Q9BV40	DSP mined	no
22118466	Q9BV40	DSP mined	yes
22164301	O15455	mined & curated	yes
22164301	Q9H1C4	mined & curated	yes
22164301	Q9NR96	DSP mined	yes
22164301	Q9NR97	mined & curated	yes
22164301	Q9NYK1	DSP mined	yes
22363791	O43741	IMEx curated	
22363791	P42345	DSP mined	no
22363791	P54619	mined & curated	no
22363791	P54646	DSP mined	no
22363791	P58004	DSP mined	no
22363791	Q13131	IMEx curated	
22363791	Q15831	DSP mined	no
22363791	Q9Y478	mined & curated	no
22363791	Q9Y6P5	DSP mined	no
22442688	O75398	mined & curated	no
22442688	P12956	mined & curated	yes
22442688	P12956	mined & curated	no
22442688	P13010	mined & curated	yes
22442688	P13010	mined & curated	no
22442688	P78527	mined & curated	no
22442688	P78527	mined & curated	yes
22442688	Q86UG4	DSP mined	no
22792074	O14867	DSP mined	yes
22792074	O15379	DSP mined	no
22792074	P38398	mined & curated	yes
22792074	P38398	mined & curated	no
22792074	P40692	IMEx curated	
22792074	Q92793	DSP mined	no
22792074	Q96EB6	DSP mined	no
22792074	Q99708	DSP mined	no
22792074	Q99708	DSP mined	yes
22792074	Q9BX63	mined & curated	no
22792074	Q9BX63	mined & curated	yes
22792074	Q9NWQ8	DSP mined	no
22792074	Q9P0J6	DSP mined	no
23799914	P06493	mined & curated	yes
23799914	P06493	mined & curated	no
23799914	P12004	DSP mined	no
23799914	P14635	IMEx curated	
23799914	P31947	DSP mined	no
23799914	P31947	DSP mined	yes
23799914	P42574	DSP mined	no
23799914	Q9Y3B8	DSP mined	no
24498420	O00571	IMEx curated	
24498420	O43439	DSP mined	no
24498420	O60506	IMEx curated	
24498420	P03372	mined & curated	no
24498420	P03372	mined & curated	yes
24498420	P08621	IMEx curated	
24498420	P11940	IMEx curated	
24498420	P12931	IMEx curated	
24498420	P14866	IMEx curated	
24498420	P17844	IMEx curated	
24498420	P19338	IMEx curated	
24498420	P23246	IMEx curated	
24498420	P27986	IMEx curated	
24498420	P35637	IMEx curated	
24498420	P61978	IMEx curated	
24498420	P62805	DSP mined	no
24498420	P62805	DSP mined	yes
24498420	Q01844	IMEx curated	
24498420	Q13283	IMEx curated	
24498420	Q13310	IMEx curated	
24498420	Q14155	DSP mined	no
24498420	Q14498	IMEx curated	
24498420	Q15233	IMEx curated	
24498420	Q15437	IMEx curated	
24498420	Q6NYC1	mined & curated	no
24498420	Q86UG4	DSP mined	no
24498420	Q86X55	IMEx curated	
24498420	Q8WXF1	IMEx curated	
24498420	Q92734	IMEx curated	
24498420	Q92804	IMEx curated	
24498420	Q92841	IMEx curated	
24498420	Q92925	IMEx curated	
24498420	Q96PK6	IMEx curated	
24498420	Q99873	DSP mined	yes
24498420	Q99873	DSP mined	no
24498420	Q9BUJ2	IMEx curated	
24498420	Q9UBB5	DSP mined	yes
24498420	Q9UHX1	IMEx curated	
24501689	O14543	DSP mined	yes
24501689	O60674	DSP mined	no
24501689	O60674	DSP mined	yes
24501689	P05231	DSP mined	yes
24501689	P08887	DSP mined	yes
24501689	P13725	DSP mined	yes
24501689	P23458	DSP mined	no
24501689	P23458	DSP mined	yes
24501689	P29597	DSP mined	yes
24501689	P35610	DSP mined	no
24501689	P40189	mined & curated	yes
24501689	P40189	mined & curated	no
24501689	P40763	DSP mined	yes
24501689	Q99650	mined & curated	yes
25659151	P08575	DSP mined	no
25659151	Q92915	mined & curated	no
25659151	Q9UQD0	IMEx curated	
25888394	P07949	mined & curated	yes
25888394	P07949	mined & curated	no
25888394	P20783	DSP mined	no
25888394	P39905	DSP mined	no
25888394	P39905	DSP mined	yes
25888394	P54826	mined & curated	no
25888394	P56159	DSP mined	yes
25888394	Q92565	DSP mined	no
25970784	O95433	DSP mined	no
25970784	P00533	mined & curated	no
25970784	P00533	mined & curated	yes
25970784	P05231	DSP mined	no
25970784	P10145	DSP mined	no
25970784	P15692	DSP mined	yes
25970784	P19367	DSP mined	no
25970784	P23470	mined & curated	no
25970784	P23470	mined & curated	yes
25970784	P46108	DSP mined	no
25970784	Q9NV58	DSP mined	no
25970784	Q9Y2S7	DSP mined	no
26188084	O00444	mined & curated	yes
26188084	O00444	mined & curated	no
26188084	O94986	mined & curated	no
26188084	O94986	mined & curated	yes
26188084	P08729	DSP mined	no
26188084	P17542	DSP mined	no
26188084	P53350	DSP mined	yes
26188084	Q12999	DSP mined	no
26188084	Q15468	mined & curated	no
26188084	Q15468	mined & curated	yes
26188084	Q86U86	DSP mined	no
26188084	Q86U86	DSP mined	yes
26188084	Q86UG4	DSP mined	no
26188084	Q8TEP8	mined & curated	yes
26188084	Q8TEP8	mined & curated	no
26188084	Q96I15	DSP mined	no
26188084	Q9NR45	DSP mined	no
26259872	O15260	IMEx curated	
26259872	O15554	IMEx curated	
26259872	O75396	IMEx curated	
26259872	O75915	IMEx curated	
26259872	P04844	IMEx curated	
26259872	P05161	mined & curated	no
26259872	P51572	IMEx curated	
26259872	P61619	IMEx curated	
26259872	P61803	IMEx curated	
26259872	P78527	IMEx curated	
26259872	Q00765	IMEx curated	
26259872	Q15125	IMEx curated	
26259872	Q15392	IMEx curated	
26259872	Q15758	IMEx curated	
26259872	Q6DD88	IMEx curated	
26259872	Q6MZW2	IMEx curated	
26259872	Q6ZRP7	IMEx curated	
26259872	Q8TCJ2	IMEx curated	
26259872	Q969X5	IMEx curated	
26259872	Q96I59	IMEx curated	
26259872	Q96KA5	IMEx curated	
26259872	Q9BTV4	IMEx curated	
26259872	Q9H0U3	mined & curated	no
26259872	Q9NQC3	IMEx curated	
26259872	Q9NRP0	IMEx curated	
26259872	Q9NTJ5	IMEx curated	
26259872	Q9NXE4	IMEx curated	
26259872	Q9NZ01	IMEx curated	
26259872	Q9UBM7	IMEx curated	
26259872	Q9Y282	IMEx curated	
26259872	Q9Y6M7	IMEx curated	
26348909	O75385	DSP mined	yes
26348909	O75385	DSP mined	no
26348909	P06493	DSP mined	yes
26348909	P23443	mined & curated	yes
26348909	P42345	mined & curated	yes
26348909	P42345	mined & curated	no
26348909	Q15418	DSP mined	yes
26348909	Q86UG4	DSP mined	no
26348909	Q8N122	mined & curated	no
26348909	Q8N122	mined & curated	yes
26348909	Q92988	DSP mined	no
26348909	Q9BVC4	IMEx curated	
26352593	O00560	DSP mined	no
26352593	O88382	IMEx curated	
26352593	P34998	mined & curated	no
26352593	P35347	IMEx curated	
26352593	P70175	IMEx curated	
26352593	P78352	DSP mined	yes
26352593	P78352	DSP mined	no
26352593	Q12959	DSP mined	no
26352593	Q12959	DSP mined	yes
26352593	Q16774	DSP mined	no
26352593	Q62108	IMEx curated	
26352593	Q62696	IMEx curated	
26352593	Q63622	IMEx curated	
26352593	Q811D0	IMEx curated	
26352593	Q86UL8	DSP mined	no
26352593	Q86UL8	DSP mined	yes
26352593	Q92796	DSP mined	no
26352593	Q92796	DSP mined	yes
26352593	Q9NQX3	DSP mined	no
26431330	O95433	DSP mined	no
26431330	P04406	DSP mined	no
26431330	P10415	IMEx curated	
26431330	P21796	DSP mined	no
26431330	P21796	DSP mined	yes
26431330	P46108	DSP mined	no
26431330	Q07820	IMEx curated	
26431330	Q7L3V2	DSP mined	no
26431330	Q96PG8	DSP mined	no
26431330	Q9BXH1	mined & curated	no
26431330	Q9BXH1	mined & curated	yes
26431330	Q9NV58	DSP mined	no
26431330	Q9Y2S7	DSP mined	no
26666268	Q16891	mined & curated	no
26666268	Q7TNL9	IMEx curated	
26666268	Q8CAQ8	IMEx curated	
26666268	Q8WYQ3	mined & curated	no
26666268	Q91VN4	IMEx curated	
26666268	Q9BRQ6	mined & curated	no
26666268	Q9CRB9	IMEx curated	
26666268	Q9NX63	mined & curated	no
26678046	O15553	DSP mined	no
26678046	P01133	DSP mined	no
26678046	P27361	DSP mined	no
26678046	P63151	IMEx curated	
26678046	P63330	IMEx curated	
26678046	Q15172	IMEx curated	
26678046	Q76MZ3	IMEx curated	
26678046	Q9Y570	DSP mined	no
26700459	P18848	mined & curated	no
26700459	Q16236	IMEx curated	
26700459	Q9Y4L1	DSP mined	no
26763441	O14744	mined & curated	no
26763441	O14744	mined & curated	yes
26763441	O95433	DSP mined	no
26763441	P46108	DSP mined	no
26763441	Q9BQA1	mined & curated	no
26763441	Q9BQA1	mined & curated	yes
26763441	Q9NV58	DSP mined	no
26763441	Q9Y2S7	DSP mined	no
26822058	P00747	mined & curated	no
26822058	Q48UF7	IMEx curated	
26822058	Q8N4S9	mined & curated	no
27109047	O75164	mined & curated	no
27109047	P11308	mined & curated	no
27109047	P46937	DSP mined	no
27109047	Q12809	DSP mined	no
27109047	Q9UBB5	DSP mined	no
27135603	O00463	DSP mined	yes
27135603	O14976	IMEx curated	
27135603	O43708	IMEx curated	
27135603	O75592	IMEx curated	
27135603	O94905	IMEx curated	
27135603	P01375	DSP mined	yes
27135603	P01730	DSP mined	no
27135603	P26450	IMEx curated	
27135603	P27986	IMEx curated	
27135603	P41227	IMEx curated	
27135603	P46379	IMEx curated	
27135603	Q07866	IMEx curated	
27135603	Q12933	mined & curated	yes
27135603	Q12933	mined & curated	no
27135603	Q13094	IMEx curated	
27135603	Q13114	mined & curated	yes
27135603	Q13114	mined & curated	no
27135603	Q92844	DSP mined	yes
27135603	Q92844	DSP mined	no
27135603	Q9UHD2	mined & curated	no
27135603	Q9UHD2	mined & curated	yes
27135603	Q9WUN2	IMEx curated	
27135603	Q9WVS0	IMEx curated	
27135603	Q9Y6W8	mined & curated	no
27621415	O60674	DSP mined	yes
27621415	O60674	DSP mined	no
27621415	P01579	DSP mined	yes
27621415	P01579	DSP mined	no
27621415	P05112	DSP mined	no
27621415	P05112	DSP mined	yes
27621415	P13861	mined & curated	no
27621415	P13861	mined & curated	yes
27621415	P23458	DSP mined	yes
27621415	P23458	DSP mined	no
27621415	P38484	mined & curated	yes
27621415	P38484	mined & curated	no
27621415	P42224	DSP mined	yes
27621415	P42224	DSP mined	no
27621415	P42226	DSP mined	no
27621415	P42226	DSP mined	yes
27621415	P52333	DSP mined	no
27621415	P52333	DSP mined	yes
27621415	Q00765	DSP mined	no
27621415	Q14186	DSP mined	no
27621415	Q14186	DSP mined	yes
27626412	O75293	IMEx curated	
27626412	P06493	mined & curated	yes
27626412	P06493	mined & curated	no
27626412	P12004	DSP mined	yes
27626412	P12004	DSP mined	no
27626412	P14635	IMEx curated	
27626412	P24522	DSP mined	yes
27626412	P24522	DSP mined	no
27626412	P31947	DSP mined	yes
27626412	P31947	DSP mined	no
27626412	Q9Y3B8	DSP mined	no
27782195	P01574	DSP mined	no
27782195	P17181	DSP mined	yes
27782195	P23458	DSP mined	yes
27782195	P42224	DSP mined	yes
27782195	P52630	mined & curated	no
27782195	P52630	mined & curated	yes
27782195	Q5T197	mined & curated	no
28176834	O95985	IMEx curated	
28176834	Q13472	DSP mined	no
28176834	Q13472	DSP mined	yes
28176834	Q15669	DSP mined	no
28176834	Q86UG4	DSP mined	no
28176834	Q9H7E2	mined & curated	no
28176834	Q9H7E2	mined & curated	yes
28176834	Q9H9A7	DSP mined	yes
28176834	Q9H9A7	DSP mined	no
28420882	O60341	mined & curated	yes
28420882	O60341	mined & curated	no
28420882	P15529	DSP mined	no
28420882	P51532	mined & curated	no
28420882	P51532	mined & curated	yes
28420882	Q5TKA1	DSP mined	no
28420882	Q8IZ40	mined & curated	no
28420882	Q92769	IMEx curated	
28420882	Q92782	DSP mined	no
28420882	Q92922	mined & curated	no
28420882	Q92922	mined & curated	yes
28420882	Q9Y466	mined & curated	no
